"peakid","mz","rt","into","chemid","dbid","dbname"
641,427.131527928603,29.4250005483627,46414.6302023537,68,"IROA_P02W54","L-CYSTATHIONINE"
642,225.072112979547,29.4250005483627,37008.0887692663,68,"IROA_P02W54","L-CYSTATHIONINE"
643,175.120048711032,28.3339995145798,986498.83401483,69,"IROA_P02W60","L-ARGININE"
644,176.12100930726,28.3339995145798,94165.6359104901,69,"IROA_P02W60","L-ARGININE"
645,197.100298642488,28.3339995145798,16581.4625745066,69,"IROA_P02W60","L-ARGININE"
646,292.19733209128,28.3339995145798,10506.5380675053,69,"IROA_P02W60","L-ARGININE"
647,162.076318195664,34.3049991130829,449016.828015344,70,"IROA_P02W64","N-METHYL-L-GLUTAMATE"
648,144.065561222905,34.3049991130829,96923.780072619,70,"IROA_P02W64","N-METHYL-L-GLUTAMATE"
649,363.179398967112,87.6909971237183,1937652.21435532,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
650,385.15940969668,87.6909971237183,818864.811632687,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
651,364.180440600496,87.6909971237183,449468.381078092,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
652,747.330881657046,87.6909971237183,291128.42610279,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
653,386.162349708875,87.6909971237183,155047.289881628,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
654,748.333642955797,87.6909971237183,115274.45164306,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
655,363.327288700191,87.6909971237183,71163.5781165215,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
656,725.348577748071,87.6909971237183,59142.3406577884,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
657,365.182429405408,87.6909971237183,58156.3492375494,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
658,221.102979266118,87.6909971237183,36892.5330927039,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
659,749.335425324372,87.6909971237183,26830.5651493844,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
660,447.12997883188,87.6909971237183,24969.4017421438,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
661,453.146596243282,87.6909971237183,23953.3985490645,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
662,726.351196632665,87.6909971237183,23143.8114143627,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
663,363.478551376442,87.6909971237183,20343.6891833849,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
664,401.132228997154,87.6909971237183,19914.9409350003,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
665,387.164061413597,87.6909971237183,19780.9986834342,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
666,815.31719075509,87.6909971237183,17332.6178243421,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
667,249.097955692901,87.6909971237183,17019.3540666315,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
668,382.151184930203,87.6909971237183,13515.5796448538,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
669,385.312836653063,87.6909971237183,13310.021288782,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
670,363.241155355312,87.6909971237183,12293.9436240366,71,"IROA_P02W68","THYROTROPIN RELEASING HORMONE"
671,324.059382056689,52.2199988365173,163073.682131293,72,"IROA_P02W69","3'-CMP"
672,647.112253028715,52.2199988365173,144464.350122869,72,"IROA_P02W69","3'-CMP"
673,346.041294177424,52.2199988365173,92205.2921360212,72,"IROA_P02W69","3'-CMP"
674,112.050522316868,52.2199988365173,91001.301834142,72,"IROA_P02W69","3'-CMP"
675,669.093707144322,52.2199988365173,46659.2557494229,72,"IROA_P02W69","3'-CMP"
676,368.022943739032,52.2199988365173,13917.6596219186,72,"IROA_P02W69","3'-CMP"
677,156.076627607101,27.8200006484985,418949.885999261,73,"IROA_P02W72","L-HISTIDINE"
678,110.071282118107,27.8200006484985,82877.7248004868,73,"IROA_P02W72","L-HISTIDINE"
679,178.058305246246,27.8200006484985,45695.9321593394,73,"IROA_P02W72","L-HISTIDINE"
680,200.040244056442,27.8200006484985,18177.3234144193,73,"IROA_P02W72","L-HISTIDINE"
681,197.053450461134,44.6430015563965,266407.277525664,74,"IROA_P02W74","N-ALPHA-ACETYL-L-ASPARAGINE"
682,387.082887669649,44.6430015563965,60952.8272725694,74,"IROA_P02W74","N-ALPHA-ACETYL-L-ASPARAGINE"
683,158.044516328336,44.6430015563965,42327.6303917058,74,"IROA_P02W74","N-ALPHA-ACETYL-L-ASPARAGINE"
684,175.071107648346,44.6430015563965,32334.9170183854,74,"IROA_P02W74","N-ALPHA-ACETYL-L-ASPARAGINE"
685,219.035088396838,44.6430015563965,25563.3432043131,74,"IROA_P02W74","N-ALPHA-ACETYL-L-ASPARAGINE"
686,409.064459707742,44.6430015563965,19202.3937119805,74,"IROA_P02W74","N-ALPHA-ACETYL-L-ASPARAGINE"
687,198.056064325799,44.6430015563965,18988.5668270324,74,"IROA_P02W74","N-ALPHA-ACETYL-L-ASPARAGINE"
688,415.081866693135,44.6430015563965,16229.683790383,74,"IROA_P02W74","N-ALPHA-ACETYL-L-ASPARAGINE"
689,605.111724018406,44.6430015563965,10672.2710298572,74,"IROA_P02W74","N-ALPHA-ACETYL-L-ASPARAGINE"
690,130.086202058181,52.7320003509521,379578.898039153,75,"IROA_P02W75","L-PIPECOLIC ACID"
691,174.049923112421,52.7320003509521,39748.2718636661,75,"IROA_P02W75","L-PIPECOLIC ACID"
692,84.0812323298493,52.7320003509521,30850.1559668529,75,"IROA_P02W75","L-PIPECOLIC ACID"
693,476.172419428682,52.7320003509521,30227.9322388911,75,"IROA_P02W75","L-PIPECOLIC ACID"
694,131.08921100791,52.7320003509521,27533.5728145942,75,"IROA_P02W75","L-PIPECOLIC ACID"
695,325.110983646036,52.7320003509521,26406.9809073178,75,"IROA_P02W75","L-PIPECOLIC ACID"
696,448.173696491101,52.7320003509521,22495.8321079929,75,"IROA_P02W75","L-PIPECOLIC ACID"
697,470.154880938366,52.7320003509521,20526.9108128621,75,"IROA_P02W75","L-PIPECOLIC ACID"
698,152.067832141416,52.7320003509521,15731.7029180657,75,"IROA_P02W75","L-PIPECOLIC ACID"
699,135.0665421328,31.3520014286041,277677.442377972,76,"IROA_P02W76","D-GLUCOSE 6-PHOSPHATE"
700,283.018724895183,31.3520014286041,51908.2339711079,76,"IROA_P02W76","D-GLUCOSE 6-PHOSPHATE"
701,88.0580653807805,31.3520014286041,28431.72239423,76,"IROA_P02W76","D-GLUCOSE 6-PHOSPHATE"
702,364.06574823025,60.244996547699,153215.5391234,77,"IROA_P02W80","GUANOSINE 5'-TRIPHOSPHATE"
703,386.047573480073,60.244996547699,46360.1261206738,77,"IROA_P02W80","GUANOSINE 5'-TRIPHOSPHATE"
704,152.056320064662,60.244996547699,21731.5259690321,77,"IROA_P02W80","GUANOSINE 5'-TRIPHOSPHATE"
705,365.068004537917,60.244996547699,19518.7918468129,77,"IROA_P02W80","GUANOSINE 5'-TRIPHOSPHATE"
706,131.12909984597,25.7660007476807,107246.162474192,78,"IROA_P02W82","AGMATINE SULFATE"
707,114.102587178311,25.7660007476807,41904.6416013218,78,"IROA_P02W82","AGMATINE SULFATE"
708,198.03712063797,58.189001083374,193899.959716083,79,"IROA_P02W86","N-ACETYL-L-ASPARTIC ACID"
709,389.050109721495,58.189001083374,61525.4394462581,79,"IROA_P02W86","N-ACETYL-L-ASPARTIC ACID"
710,176.055001547139,58.189001083374,28170.787041394,79,"IROA_P02W86","N-ACETYL-L-ASPARTIC ACID"
711,134.044322295197,58.189001083374,21321.0730792308,79,"IROA_P02W86","N-ACETYL-L-ASPARTIC ACID"
712,158.044197143587,58.189001083374,19303.7736943748,79,"IROA_P02W86","N-ACETYL-L-ASPARTIC ACID"
713,411.031638707023,58.189001083374,16843.0476236617,79,"IROA_P02W86","N-ACETYL-L-ASPARTIC ACID"
714,220.019079210322,58.189001083374,16210.1366705098,79,"IROA_P02W86","N-ACETYL-L-ASPARTIC ACID"
715,332.076035166183,75.8440017700195,548824.986726438,80,"IROA_P02W88","2'-DEOXYADENOSINE 5'-DIPHOSPHATE"
716,333.077970914824,75.8440017700195,70497.9915722868,80,"IROA_P02W88","2'-DEOXYADENOSINE 5'-DIPHOSPHATE"
717,136.061549658429,75.8440017700195,52388.7002686524,80,"IROA_P02W88","2'-DEOXYADENOSINE 5'-DIPHOSPHATE"
718,354.057145422144,75.8440017700195,50803.6353943257,80,"IROA_P02W88","2'-DEOXYADENOSINE 5'-DIPHOSPHATE"
719,152.056023197643,78.7649989128113,181536.276442221,81,"IROA_P02W89","2'-DEOXYGUANOSINE 5'-MONOPHOSPHATE"
720,348.069316799553,78.7649989128113,181166.668519475,81,"IROA_P02W89","2'-DEOXYGUANOSINE 5'-MONOPHOSPHATE"
721,370.051302712269,78.7649989128113,90062.7072002355,81,"IROA_P02W89","2'-DEOXYGUANOSINE 5'-MONOPHOSPHATE"
722,665.101535887357,77.6099967956543,227164.477999265,82,"IROA_P02W90","NICOTINAMIDE HYPOXANTHINE DINUCLEOTIDE"
723,666.103770707599,77.6099967956543,54372.9893521472,82,"IROA_P02W90","NICOTINAMIDE HYPOXANTHINE DINUCLEOTIDE"
724,687.083086471331,77.6099967956543,34772.1558521722,82,"IROA_P02W90","NICOTINAMIDE HYPOXANTHINE DINUCLEOTIDE"
725,333.05407866187,77.6099967956543,34269.3258679929,82,"IROA_P02W90","NICOTINAMIDE HYPOXANTHINE DINUCLEOTIDE"
726,543.052970795926,77.6099967956543,32412.6469137341,82,"IROA_P02W90","NICOTINAMIDE HYPOXANTHINE DINUCLEOTIDE"
727,580.999366568004,77.6099967956543,19209.7970876023,82,"IROA_P02W90","NICOTINAMIDE HYPOXANTHINE DINUCLEOTIDE"
728,529.062246254759,77.6099967956543,15761.7191058899,82,"IROA_P02W90","NICOTINAMIDE HYPOXANTHINE DINUCLEOTIDE"
729,399.145208744607,31.2880003452301,942979.367447478,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
730,135.066549924516,31.2880003452301,237386.428474012,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
731,400.14720122505,31.2880003452301,188101.112106001,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
732,250.093380897239,31.2880003452301,157826.237040854,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
733,298.096952282576,31.2880003452301,114055.074870348,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
734,152.092849443146,31.2880003452301,73994.4668104621,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
735,401.143584858332,31.2880003452301,67867.3589338382,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
736,399.301080675079,31.2880003452301,27039.2719235935,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
737,136.061627280881,31.2880003452301,27028.7481431778,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
738,88.0580873587343,31.2880003452301,24852.8746546099,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
739,174.074901360903,31.2880003452301,20614.7100459449,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
740,251.095860181777,31.2880003452301,19916.6829684823,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
741,299.099268222838,31.2880003452301,16401.7760923072,83,"IROA_P02W91","S-(5'-ADENOSYL)-L-METHIONINE"
742,153.076878183361,32.1539998054504,117145.944778456,84,"IROA_P02W92","6-PHOSPHOGLUCONIC ACID"
743,299.013782035814,32.1539998054504,66695.2319117298,84,"IROA_P02W92","6-PHOSPHOGLUCONIC ACID"
744,348.07102250859,55.4929983615875,908390.635247886,85,"IROA_P02W95","ADENOSINE 5'-MONOPHOSPHATE"
745,349.072722453152,55.4929983615875,120359.425050725,85,"IROA_P02W95","ADENOSINE 5'-MONOPHOSPHATE"
746,370.052131133505,55.4929983615875,82930.4295786529,85,"IROA_P02W95","ADENOSINE 5'-MONOPHOSPHATE"
747,136.061350393733,55.4929983615875,24225.2504236291,85,"IROA_P02W95","ADENOSINE 5'-MONOPHOSPHATE"
748,350.074605976583,55.4929983615875,18718.8812823777,85,"IROA_P02W95","ADENOSINE 5'-MONOPHOSPHATE"
749,392.033838751262,55.4929983615875,16387.3244835009,85,"IROA_P02W95","ADENOSINE 5'-MONOPHOSPHATE"
750,432.022418300421,55.4929983615875,16348.9443761849,85,"IROA_P02W95","ADENOSINE 5'-MONOPHOSPHATE"
751,146.117599716874,35.8459997177124,810859.257071183,86,"IROA_P03W02","DEOXYCARNITINE"
752,147.120290286892,35.8459997177124,68203.4617287428,86,"IROA_P03W02","DEOXYCARNITINE"
753,330.061066039067,80.0489974021912,724827.434363792,87,"IROA_P03W03","ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE"
754,331.06233656003,80.0489974021912,103684.69025212,87,"IROA_P03W03","ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE"
755,352.041575911656,80.0489974021912,66576.6327818848,87,"IROA_P03W03","ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE"
756,184.073606786245,31.8650007247925,713754.880090483,88,"IROA_P03W08","PHOSPHOCHOLINE"
757,367.139877048143,31.8650007247925,208776.32547984,88,"IROA_P03W08","PHOSPHOCHOLINE"
758,206.055380856489,31.8650007247925,56410.8595382066,88,"IROA_P03W08","PHOSPHOCHOLINE"
759,185.0763543747,31.8650007247925,41060.1656064275,88,"IROA_P03W08","PHOSPHOCHOLINE"
760,389.121195201671,31.8650007247925,34951.1945425818,88,"IROA_P03W08","PHOSPHOCHOLINE"
761,265.112219539703,32.3799991607666,691614.876264206,89,"IROA_P03W11","THIAMINE"
762,122.071101618611,32.3799991607666,114277.024336772,89,"IROA_P03W11","THIAMINE"
763,144.04739192769,32.3799991607666,105901.93363216,89,"IROA_P03W11","THIAMINE"
764,266.114259676888,32.3799991607666,91150.7298451443,89,"IROA_P03W11","THIAMINE"
765,133.05917619529,32.3799991607666,83019.812269672,89,"IROA_P03W11","THIAMINE"
766,267.10923135169,32.3799991607666,32743.3074320706,89,"IROA_P03W11","THIAMINE"
767,126.065959893692,41.3030004501343,367838.916763214,90,"IROA_P03W13","5-METHYLCYTOSINE HYDROCLORIDE"
768,148.047622074287,41.3030004501343,84135.1726501421,90,"IROA_P03W13","5-METHYLCYTOSINE HYDROCLORIDE"
769,273.10653844316,41.3030004501343,52701.4514880722,90,"IROA_P03W13","5-METHYLCYTOSINE HYDROCLORIDE"
770,251.124298659507,41.3030004501343,25494.6581963764,90,"IROA_P03W13","5-METHYLCYTOSINE HYDROCLORIDE"
771,127.06810834878,41.3030004501343,25119.1175632246,90,"IROA_P03W13","5-METHYLCYTOSINE HYDROCLORIDE"
772,170.029192987736,41.3030004501343,23239.0308577312,90,"IROA_P03W13","5-METHYLCYTOSINE HYDROCLORIDE"
773,214.917148752843,24.4009999930859,112618.852962194,91,"IROA_P03W14","D-GLYCERIC ACID"
774,125.985586104433,24.4009999930859,41864.5976504009,91,"IROA_P03W14","D-GLYCERIC ACID"
775,306.049256702104,40.8539986610413,276003.045611501,92,"IROA_P03W15","CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE"
776,328.031155202738,40.8539986610413,107333.570466383,92,"IROA_P03W15","CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE"
777,307.05179329956,40.8539986610413,29327.2917194326,92,"IROA_P03W15","CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE"
778,112.05047037894,40.8539986610413,27309.9228311159,92,"IROA_P03W15","CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE"
779,350.01269419483,40.8539986610413,21878.8477962809,92,"IROA_P03W15","CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE"
780,390.00104728423,40.8539986610413,15106.7625601013,92,"IROA_P03W15","CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE"
781,189.159968930048,27.9490005970001,950970.231329752,93,"IROA_P03W16","NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE"
782,190.161948043811,27.9490005970001,110583.744114445,93,"IROA_P03W16","NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE"
783,130.085645087482,27.9490005970001,65702.1734909487,93,"IROA_P03W16","NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE"
784,399.292872813773,27.9490005970001,52076.8515625415,93,"IROA_P03W16","NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE"
785,248.031968216512,73.2430028915405,285418.262804646,94,"IROA_P03W20","PYRIDOXAL 5'-PHOSPHATE"
786,249.034778466105,73.2430028915405,24432.4212233236,94,"IROA_P03W20","PYRIDOXAL 5'-PHOSPHATE"
787,270.013449427743,73.2430028915405,22037.5934033934,94,"IROA_P03W20","PYRIDOXAL 5'-PHOSPHATE"
788,285.130738044534,432.860741615295,115103.406502789,95,"IROA_P03W21","DIHYDROXYACETONE PHOSPHATE"
789,286.134011887202,432.860741615295,14638.1660024613,95,"IROA_P03W21","DIHYDROXYACETONE PHOSPHATE"
790,153.076921771755,32.1234995126724,89923.6444722273,96,"IROA_P03W23","D-MANNOSE 6-PHOSPHATE"
791,283.018976736952,32.1234995126724,53719.973755294,96,"IROA_P03W23","D-MANNOSE 6-PHOSPHATE"
792,243.026203576734,32.1234995126724,13194.1998479256,96,"IROA_P03W23","D-MANNOSE 6-PHOSPHATE"
793,162.113357429211,32.4429988861084,1099779.86956382,97,"IROA_P03W25","L-CARNITINE"
794,163.115499143828,32.4429988861084,104332.296356439,97,"IROA_P03W25","L-CARNITINE"
795,330.060502155268,96.9349980354309,498023.260433018,98,"IROA_P03W29","ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE"
796,331.062432082189,96.9349980354309,63469.5031880399,98,"IROA_P03W29","ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE"
797,352.041663808754,96.9349980354309,39242.540126335,98,"IROA_P03W29","ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE"
798,374.023280532633,96.9349980354309,13781.8745944993,98,"IROA_P03W29","ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE"
799,428.036643555948,47.467001080513,159747.924462297,99,"IROA_P03W30","ADENOSINE-5'-DIPHOSPHOGLUCOSE"
800,590.089755362084,47.467001080513,52845.1600470324,99,"IROA_P03W30","ADENOSINE-5'-DIPHOSPHOGLUCOSE"
801,612.07145052611,47.467001080513,38995.0794484645,99,"IROA_P03W30","ADENOSINE-5'-DIPHOSPHOGLUCOSE"
802,429.038548809032,47.467001080513,18542.2988699565,99,"IROA_P03W30","ADENOSINE-5'-DIPHOSPHOGLUCOSE"
803,314.521839423848,47.467001080513,16528.4577246994,99,"IROA_P03W30","ADENOSINE-5'-DIPHOSPHOGLUCOSE"
804,628.036354294814,47.467001080513,15196.4564320061,99,"IROA_P03W30","ADENOSINE-5'-DIPHOSPHOGLUCOSE"
805,227.066921035951,136.709003448486,567720.429233957,100,"IROA_P03W33","3-NITRO-L-TYROSINE"
806,181.060932291272,136.709003448486,388462.797856625,100,"IROA_P03W33","3-NITRO-L-TYROSINE"
807,228.069359699593,136.709003448486,60010.0395973861,100,"IROA_P03W33","3-NITRO-L-TYROSINE"
808,168.029090258969,136.709003448486,39525.4563704441,100,"IROA_P03W33","3-NITRO-L-TYROSINE"
809,182.063498445468,136.709003448486,34986.5669273936,100,"IROA_P03W33","3-NITRO-L-TYROSINE"
810,271.030640336133,136.709003448486,34964.043560284,100,"IROA_P03W33","3-NITRO-L-TYROSINE"
811,210.039719269874,136.709003448486,33622.3773851144,100,"IROA_P03W33","3-NITRO-L-TYROSINE"
812,136.074919447054,41.3359987735748,167405.678214572,101,"IROA_P03W34","OCTOPAMINE"
813,137.077917357918,41.3359987735748,16454.3485543376,101,"IROA_P03W34","OCTOPAMINE"
814,189.123657834493,39.5059990882874,1053329.03143495,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
815,211.105158200588,39.5059990882874,107042.467798557,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
816,190.126046244887,39.5059990882874,104256.005248491,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
817,129.101926370686,39.5059990882874,69350.408679435,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
818,171.112337398684,39.5059990882874,47979.1526930366,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
819,233.086910685463,39.5059990882874,43474.6040831105,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
820,443.184904323307,39.5059990882874,41924.6811341413,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
821,189.230590129128,39.5059990882874,34516.8786750767,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
822,647.266600355377,39.5059990882874,28890.7450429648,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
823,857.364098871044,39.5059990882874,27155.9457268592,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
824,437.167764664368,39.5059990882874,25571.811642756,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
825,653.282761025631,39.5059990882874,24718.5669561647,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
826,415.18600678427,39.5059990882874,20889.0123806875,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
827,421.201743155204,39.5059990882874,19655.2133161773,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
828,172.097516290052,39.5059990882874,18244.5914673589,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
829,189.16587933178,39.5059990882874,10365.9171825244,102,"IROA_P03W35","NALPHA-ACETYL-L-LYSINE"
830,152.070452203746,30.2599990367889,309530.365932628,103,"IROA_P03W38","PYRIDOXAMINE"
831,169.096691260528,30.2599990367889,209765.788982677,103,"IROA_P03W38","PYRIDOXAMINE"
832,134.059592902524,30.2599990367889,50074.5185314226,103,"IROA_P03W38","PYRIDOXAMINE"
833,151.086004891035,30.2599990367889,39245.8335234804,103,"IROA_P03W38","PYRIDOXAMINE"
834,153.076825440129,30.2599990367889,30522.0522466509,103,"IROA_P03W38","PYRIDOXAMINE"
835,170.099466498884,30.2599990367889,20603.4723489802,103,"IROA_P03W38","PYRIDOXAMINE"
836,365.049977810261,69.7760009765625,111238.067398686,104,"IROA_P03W43","XANTHOSINE 5'-MONOPHOSPHATE"
837,387.031651590288,69.7760009765625,50307.9494746529,104,"IROA_P03W43","XANTHOSINE 5'-MONOPHOSPHATE"
838,153.040539750175,69.7760009765625,16591.0121854554,104,"IROA_P03W43","XANTHOSINE 5'-MONOPHOSPHATE"
839,409.01337265133,69.7760009765625,13216.3364641162,104,"IROA_P03W43","XANTHOSINE 5'-MONOPHOSPHATE"
840,152.056590442353,102.264997959137,350604.376706587,105,"IROA_P03W45","2'-DEOXYGUANOSINE"
841,557.183339380799,102.264997959137,282770.920507727,105,"IROA_P03W45","2'-DEOXYGUANOSINE"
842,290.08601532778,102.264997959137,167112.621596618,105,"IROA_P03W45","2'-DEOXYGUANOSINE"
843,558.185800912492,102.264997959137,70910.2333974292,105,"IROA_P03W45","2'-DEOXYGUANOSINE"
844,291.088349096408,102.264997959137,21368.8586874775,105,"IROA_P03W45","2'-DEOXYGUANOSINE"
845,203.22314941576,21.207999587059,431832.517340029,106,"IROA_P03W49","SPERMINE"
846,129.138537321738,21.207999587059,56210.750895598,106,"IROA_P03W49","SPERMINE"
847,204.225827661619,21.207999587059,53610.2344133814,106,"IROA_P03W49","SPERMINE"
848,225.205019176391,21.207999587059,20669.4270517603,106,"IROA_P03W49","SPERMINE"
849,339.070239828668,50.7429993152618,246204.632634171,107,"IROA_P03W53","5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE"
850,677.133269393613,50.7429993152618,88398.929120264,107,"IROA_P03W53","5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE"
851,340.067491453006,50.7429993152618,39374.9804063163,107,"IROA_P03W53","5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE"
852,361.051862167388,50.7429993152618,33835.856527852,107,"IROA_P03W53","5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE"
853,267.060426204945,129.068999290466,120511.724275437,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
854,511.132092062637,129.068999290466,115414.860794117,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
855,397.065837751262,129.068999290466,94887.3587570277,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
856,221.018350323852,129.068999290466,49164.6854252659,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
857,533.113789372518,129.068999290466,47003.5238230078,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
858,199.036435841706,129.068999290466,31849.0700005151,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
859,289.041951556892,129.068999290466,25503.87893124,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
860,527.096274429683,129.068999290466,18596.3622982769,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
861,771.167978339989,129.068999290466,18474.9309305742,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
862,512.134704535696,129.068999290466,17807.0975612444,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
863,555.094987501393,129.068999290466,15343.1215298135,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
864,329.030198291335,129.068999290466,13507.3319805627,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
865,549.078994720375,129.068999290466,11273.6081636486,108,"IROA_P03W55","GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL"
866,346.054641306102,98.0270004272461,544816.768846791,109,"IROA_P03W56","GUANOSINE 3',5'-CYCLIC MONOPHOSPHATE"
867,368.036195359244,98.0270004272461,113199.07893118,109,"IROA_P03W56","GUANOSINE 3',5'-CYCLIC MONOPHOSPHATE"
868,347.056811511895,98.0270004272461,68806.5533776771,109,"IROA_P03W56","GUANOSINE 3',5'-CYCLIC MONOPHOSPHATE"
869,385.13093350934,83.2600021362305,922925.888717726,110,"IROA_P03W59","S-(5'-ADENOSYL)-L-HOMOCYSTEINE"
870,407.111058367524,83.2600021362305,331030.104320108,110,"IROA_P03W59","S-(5'-ADENOSYL)-L-HOMOCYSTEINE"
871,170.06518557524,83.2600021362305,220399.650517634,110,"IROA_P03W59","S-(5'-ADENOSYL)-L-HOMOCYSTEINE"
872,386.131704920113,83.2600021362305,204188.524578398,110,"IROA_P03W59","S-(5'-ADENOSYL)-L-HOMOCYSTEINE"
873,193.067949061715,83.2600021362305,93879.2682807906,110,"IROA_P03W59","S-(5'-ADENOSYL)-L-HOMOCYSTEINE"
874,387.128340943487,83.2600021362305,73471.6320562828,110,"IROA_P03W59","S-(5'-ADENOSYL)-L-HOMOCYSTEINE"
875,408.11340662797,83.2600021362305,57710.2019292014,110,"IROA_P03W59","S-(5'-ADENOSYL)-L-HOMOCYSTEINE"
